o_zone_id,o_zone_name,d_zone_id,d_zone_name,dist_km,volume,geometry
12,B2,87,I7,24.7512158908506,242.41177850145465,"LINESTRING (4.1242054 51.972790485, 4.4428634 51.868280415)"
12,B2,88,I8,28.683711967112153,221.98448602969623,"LINESTRING (4.1242054 51.972790485, 4.506595 51.86828041500001)"
12,B2,89,I9,32.72756530576959,10.332898500090275,"LINESTRING (4.1242054 51.972790485, 4.5703266 51.868280415)"
12,B2,90,J0,15.90050197395177,0.0,"LINESTRING (4.1242054 51.972790485, 3.9967422 51.85335040500001)"
12,B2,91,J1,13.982053625418827,0.0,"LINESTRING (4.1242054 51.972790485, 4.0604738 51.85335040500001)"
12,B2,92,J2,13.281130933682963,0.0,"LINESTRING (4.1242054 51.972790485, 4.1242054 51.853350405)"
12,B2,93,J3,13.982053625418827,0.0,"LINESTRING (4.1242054 51.972790485, 4.187937 51.85335040500001)"
12,B2,94,J4,15.90050197395177,0.0,"LINESTRING (4.1242054 51.972790485, 4.2516686 51.85335040500001)"
12,B2,95,J5,18.664747875499256,19.34900184810475,"LINESTRING (4.1242054 51.972790485, 4.3154002 51.853350405)"
12,B2,96,J6,21.957647894982415,491.72212006966845,"LINESTRING (4.1242054 51.972790485, 4.3791318 51.85335040500001)"
12,B2,97,J7,25.575815215274666,0.0,"LINESTRING (4.1242054 51.972790485, 4.4428634 51.85335040500001)"
12,B2,98,J8,29.39940050406571,0.0,"LINESTRING (4.1242054 51.972790485, 4.506595 51.853350405)"
12,B2,99,J9,33.35783893147435,0.0,"LINESTRING (4.1242054 51.972790485, 4.5703266 51.85335040500001)"
13,B3,0,A0,13.199481604704076,0.44276145333541084,"LINESTRING (4.187937 51.972790485, 3.9967422 51.987720495)"
13,B3,1,A1,8.886230451872567,1.3275498670602446,"LINESTRING (4.187937 51.972790485, 4.0604738 51.987720495)"
13,B3,2,A2,4.669938819893082,38.55987663621246,"LINESTRING (4.187937 51.972790485, 4.1242054 51.987720495)"
13,B3,3,A3,1.660141364263947,0.0,"LINESTRING (4.187937 51.972790485, 4.187937 51.987720495)"
13,B3,4,A4,4.669938819893082,0.0,"LINESTRING (4.187937 51.972790485, 4.2516686 51.987720495)"
13,B3,5,A5,8.886230451872567,0.0,"LINESTRING (4.187937 51.972790485, 4.3154002 51.987720495)"
13,B3,6,A6,13.199481604704076,0.0,"LINESTRING (4.187937 51.972790485, 4.3791318 51.987720495)"
13,B3,7,A7,17.538298789534323,0.016136498926737977,"LINESTRING (4.187937 51.972790485, 4.4428634 51.987720495)"
13,B3,8,A8,21.8874808645682,0.0,"LINESTRING (4.187937 51.972790485, 4.506595 51.987720495)"
13,B3,9,A9,26.241872369823156,2.7876834659216083,"LINESTRING (4.187937 51.972790485, 4.5703266 51.987720495)"
13,B3,10,B0,13.096847017391234,0.6166274613125892,"LINESTRING (4.187937 51.972790485, 3.9967422 51.972790485)"
13,B3,11,B1,8.73123274116207,0.9668416481658347,"LINESTRING (4.187937 51.972790485, 4.0604738 51.972790485)"
13,B3,12,B2,4.365616789175799,38.32353768605843,"LINESTRING (4.187937 51.972790485, 4.1242054 51.972790485)"
13,B3,13,B3,0.0,0.0,"LINESTRING (4.187937 51.972790485, 4.187937 51.972790485)"
13,B3,14,B4,4.365616789175799,0.0,"LINESTRING (4.187937 51.972790485, 4.2516686 51.972790485)"
13,B3,15,B5,8.73123274116207,0.0,"LINESTRING (4.187937 51.972790485, 4.3154002 51.972790485)"
13,B3,16,B6,13.096847017391234,0.2522566887187865,"LINESTRING (4.187937 51.972790485, 4.3791318 51.972790485)"
13,B3,17,B7,17.4624587796363,2.215323230412677,"LINESTRING (4.187937 51.972790485, 4.4428634 51.972790485)"
13,B3,18,B8,21.82806719028441,1.857860198427736,"LINESTRING (4.187937 51.972790485, 4.506595 51.972790485)"
13,B3,19,B9,26.19367141147489,5.840582905247167,"LINESTRING (4.187937 51.972790485, 4.5703266 51.972790485)"
13,B3,20,C0,13.203810809668774,5.946400753050571,"LINESTRING (4.187937 51.972790485, 3.9967422 51.957860475)"
13,B3,21,C1,8.889088478395959,1.6114478873899472,"LINESTRING (4.187937 51.972790485, 4.0604738 51.957860475)"
13,B3,22,C2,4.671298445674745,3.8714514673050275,"LINESTRING (4.187937 51.972790485, 4.1242054 51.957860475)"
13,B3,23,C3,1.660141364263947,6.201152785179336,"LINESTRING (4.187937 51.972790485, 4.187937 51.957860475)"
13,B3,24,C4,4.671298444710055,0.0,"LINESTRING (4.187937 51.972790485, 4.2516686 51.957860475)"
13,B3,25,C5,8.889088478902911,0.0,"LINESTRING (4.187937 51.972790485, 4.3154002 51.957860475)"
13,B3,26,C6,13.203810809668774,1.4105415739794378,"LINESTRING (4.187937 51.972790485, 4.3791318 51.957860475)"
13,B3,27,C7,17.54409113454911,9.72331466546907,"LINESTRING (4.187937 51.972790485, 4.4428634 51.957860475)"
13,B3,28,C8,21.894732998498508,14.279962829222287,"LINESTRING (4.187937 51.972790485, 4.506595 51.957860475)"
13,B3,29,C9,26.25058258783518,5.30624058929927,"LINESTRING (4.187937 51.972790485, 4.5703266 51.957860475)"
13,B3,30,D0,13.515397476745854,5.720146854604179,"LINESTRING (4.187937 51.972790485, 3.9967422 51.942930465)"
13,B3,31,D1,9.343955161475042,1.567017163364056,"LINESTRING (4.187937 51.972790485, 4.0604738 51.942930465)"
13,B3,32,D2,5.4859444259625585,11.564223888948792,"LINESTRING (4.187937 51.972790485, 4.1242054 51.942930465)"
13,B3,33,D3,3.3202827322791615,2.3013248704599993,"LINESTRING (4.187937 51.972790485, 4.187937 51.942930465)"
13,B3,34,D4,5.4859444259625585,0.07273096785502385,"LINESTRING (4.187937 51.972790485, 4.2516686 51.942930465)"
13,B3,35,D5,9.343955161475042,0.0,"LINESTRING (4.187937 51.972790485, 4.3154002 51.942930465)"
13,B3,36,D6,13.51539747707928,4.1504321361917,"LINESTRING (4.187937 51.972790485, 4.3791318 51.942930465)"
13,B3,37,D7,17.78102712934155,24.096969584977064,"LINESTRING (4.187937 51.972790485, 4.4428634 51.942930465)"
13,B3,38,D8,22.0863366369662,9.731154372350346,"LINESTRING (4.187937 51.972790485, 4.506595 51.942930465)"
13,B3,39,D9,26.41192643602146,5.2120838070562066,"LINESTRING (4.187937 51.972790485, 4.5703266 51.942930465)"
13,B3,40,E0,14.017968788849274,3.723843289607751,"LINESTRING (4.187937 51.972790485, 3.9967422 51.928000455)"
13,B3,41,E1,10.055607261491295,1.515495644308127,"LINESTRING (4.187937 51.972790485, 4.0604738 51.928000455)"
13,B3,42,E2,6.624370246561419,5.795042801845586,"LINESTRING (4.187937 51.972790485, 4.1242054 51.92800045499999)"
13,B3,43,E3,4.980424100558401,7.056745539111326,"LINESTRING (4.187937 51.972790485, 4.187937 51.928000455)"
13,B3,44,E4,6.624370247241688,0.1889687870005042,"LINESTRING (4.187937 51.972790485, 4.2516686 51.928000455)"
13,B3,45,E5,10.055607261043152,0.0,"LINESTRING (4.187937 51.972790485, 4.3154002 51.92800045499999)"
13,B3,46,E6,14.017968788849274,0.6248059210751261,"LINESTRING (4.187937 51.972790485, 4.379131800000001 51.928000455)"
13,B3,47,E7,18.1671913821322,24.64087107821308,"LINESTRING (4.187937 51.972790485, 4.442863399999999 51.928000455)"
13,B3,48,E8,22.39967223343973,18.27085191998136,"LINESTRING (4.187937 51.972790485, 4.506595 51.92800045499999)"
13,B3,49,E9,26.675808096224277,4.389344455563537,"LINESTRING (4.187937 51.972790485, 4.5703266 51.928000455)"
13,B3,50,F0,14.69193860329324,0.022982378820114963,"LINESTRING (4.187937 51.972790485, 3.9967422 51.91307044500001)"
13,B3,51,F1,10.974202111358178,0.0,"LINESTRING (4.187937 51.972790485, 4.0604738 51.91307044500001)"
13,B3,52,F2,7.9486548516552515,0.0,"LINESTRING (4.187937 51.972790485, 4.1242054 51.913070445)"
13,B3,53,F3,6.640565466745435,3.205919902167724,"LINESTRING (4.187937 51.972790485, 4.187937 51.91307044500001)"
13,B3,54,F4,7.948654851088318,18.23773990691977,"LINESTRING (4.187937 51.972790485, 4.2516686 51.91307044500001)"
13,B3,55,F5,10.97420211176881,0.0,"LINESTRING (4.187937 51.972790485, 4.3154002 51.913070445)"
13,B3,56,F6,14.69193860329324,0.0689471364603449,"LINESTRING (4.187937 51.972790485, 4.3791318 51.91307044500001)"
13,B3,57,F7,18.69333797277916,27.739386689368004,"LINESTRING (4.187937 51.972790485, 4.4428634 51.91307044500001)"
13,B3,58,F8,22.829728062792174,12.55889898324867,"LINESTRING (4.187937 51.972790485, 4.506595 51.913070445)"
13,B3,59,F9,27.039225668515673,0.6662410098054297,"LINESTRING (4.187937 51.972790485, 4.5703266 51.91307044500001)"
13,B3,60,G0,15.51498636270087,0.0,"LINESTRING (4.187937 51.972790485, 3.9967422 51.89814043500001)"
13,B3,61,G1,12.052515167022499,0.0,"LINESTRING (4.187937 51.972790485, 4.0604738 51.89814043500001)"
13,B3,62,G2,9.380409616530862,0.0,"LINESTRING (4.187937 51.972790485, 4.1242054 51.898140435)"
13,B3,63,G3,8.300706833370027,3.5205586447031627,"LINESTRING (4.187937 51.972790485, 4.187937 51.89814043500001)"
13,B3,64,G4,9.380409616530862,29.013862209282326,"LINESTRING (4.187937 51.972790485, 4.2516686 51.89814043500001)"
13,B3,65,G5,12.052515166648606,0.5107734270848828,"LINESTRING (4.187937 51.972790485, 4.3154002 51.898140435)"
13,B3,66,G6,15.51498636270087,2.7178599959587384,"LINESTRING (4.187937 51.972790485, 4.3791318 51.89814043500001)"
13,B3,67,G7,19.348050323585007,7.940782903522259,"LINESTRING (4.187937 51.972790485, 4.4428634 51.89814043500001)"
13,B3,68,G8,23.370061356826266,16.334573014902986,"LINESTRING (4.187937 51.972790485, 4.506595 51.898140435)"
13,B3,69,G9,27.498233026495416,4.504842412569886,"LINESTRING (4.187937 51.972790485, 4.5703266 51.89814043500001)"
13,B3,70,H0,16.464770714633303,0.0,"LINESTRING (4.187937 51.972790485, 3.9967422 51.883210425)"
13,B3,71,H1,13.251613749766925,0.0,"LINESTRING (4.187937 51.972790485, 4.0604738 51.88321042500001)"
13,B3,72,H2,10.87727875290381,0.0,"LINESTRING (4.187937 51.972790485, 4.1242054 51.88321042500002)"
13,B3,73,H3,9.960848200157011,0.0,"LINESTRING (4.187937 51.972790485, 4.187937 51.88321042500001)"
13,B3,74,H4,10.87727875248952,7.097080453906938,"LINESTRING (4.187937 51.972790485, 4.2516686 51.88321042500001)"
13,B3,75,H5,13.251613749766925,2.446925709092199,"LINESTRING (4.187937 51.972790485, 4.3154002 51.88321042500002)"
13,B3,76,H6,16.464770714907,8.24159809859033,"LINESTRING (4.187937 51.972790485, 4.3791318 51.88321042500001)"
13,B3,77,H7,20.118780852702685,9.466373340775553,"LINESTRING (4.187937 51.972790485, 4.4428634 51.88321042500001)"
13,B3,78,H8,24.013229049558,17.07971766594372,"LINESTRING (4.187937 51.972790485, 4.506595 51.88321042500002)"
13,B3,79,H9,28.048137586344595,3.760927050700207,"LINESTRING (4.187937 51.972790485, 4.5703266 51.88321042500001)"
13,B3,80,I0,17.520692866135217,0.0,"LINESTRING (4.187937 51.972790485, 3.9967422 51.86828041500001)"
13,B3,81,I1,14.541648715342426,0.0,"LINESTRING (4.187937 51.972790485, 4.0604738 51.868280415)"
13,B3,82,I2,12.415733542290091,0.0,"LINESTRING (4.187937 51.972790485, 4.1242054 51.86828041500001)"
13,B3,83,I3,11.620989566805363,0.0,"LINESTRING (4.187937 51.972790485, 4.187937 51.868280415)"
13,B3,84,I4,12.415733542290091,3.6307379136142544,"LINESTRING (4.187937 51.972790485, 4.2516686 51.868280415)"
13,B3,85,I5,14.541648715652318,7.56336446535293,"LINESTRING (4.187937 51.972790485, 4.3154002 51.86828041500001)"
13,B3,86,I6,17.520692865878015,17.061254995952037,"LINESTRING (4.187937 51.972790485, 4.3791318 51.868280415)"
13,B3,87,I7,20.992754930745456,6.160477666734898,"LINESTRING (4.187937 51.972790485, 4.4428634 51.868280415)"
13,B3,88,I8,24.751215891214734,5.761428463912111,"LINESTRING (4.187937 51.972790485, 4.506595 51.86828041500001)"
13,B3,89,I9,28.68371196695505,0.2717959687672874,"LINESTRING (4.187937 51.972790485, 4.5703266 51.868280415)"
